"code","title","subject"
"ACG2021","Principles of Financial Accounting","ACG - Accounting General"
"ACG2071","Principles of Managerial Accounting","ACG - Accounting General"
"ACG3131","Intermediate Financial Accounting I","ACG - Accounting General"
"ACG3141","Intermediate Financial Accounting II","ACG - Accounting General"
"ACG3173","Accounting for Decision-Makers","ACG - Accounting General"
"ACG3361","Cost Accounting I","ACG - Accounting General"
"ACG3501","Financial Accounting for Governmental and Nonprofit Organizations","ACG - Accounting General"
"ACG4401C","Accounting Information Systems","ACG - Accounting General"
"ACG4651","Auditing","ACG - Accounting General"
"ACG4671","Internal Auditing","ACG - Accounting General"
"ACG4803","Advanced Issues in Financial Accounting","ACG - Accounting General"
"ACG4840","Accounting Analytics","ACG - Accounting General"
"ADE4382","Teaching Adult Learners in Technical Programs","ADE - Adult Education"
"ADV3001","Advertising Strategy","ADV - Advertising"
"ADV3008","Principles of Advertising","ADV - Advertising"
"ADV4101","Advertising Copywriting","ADV - Advertising"
"ADV4103","Radio-Television Advertising","ADV - Advertising"
"ADV4300","Advertising Media Planning","ADV - Advertising"
"ADV4903H","Honors Directed Reading I","ADV - Advertising"
"ADV4906","Independent Study","ADV - Advertising"
"ADV4912","Research","ADV - Advertising"
"ADV4941","Internship","ADV - Advertising"
"ADV4970H","Honors Undergrad Thesis","ADV - Advertising"
"AFA3006","The African Diaspora: Theories and Movements","AFA - African American Studies"
"AFA3102","Introduction to Africana Studies: A Multidisciplinary Approach","AFA - African American Studies"
"AFA3104","The Black Intellectual Experience","AFA - African American Studies"
"AFA3300","African-American and Caribbean Music","AFA - African American Studies"
"AFA3371","Evolution of Hip Hop","AFA - African American Studies"
"AFA3371H","Honors Evolution of Hip Hop","AFA - African American Studies"
"AFA3850","Researching Africana Heritage and Life","AFA - African American Studies"
"AFA3955","Study Abroad in the Caribbean","AFA - African American Studies"
"AFA4105","Documenting Africana Heritage and Life","AFA - African American Studies"
"AFA4242","Contemporary Issues in Africana Studies","AFA - African American Studies"
"AFH3100","African History to 1870","AFH - African History"
"AFH3200","African History Since 1870","AFH - African History"
"AFH3458","History of South Africa 1652-present","AFH - African History"
"AFR1101","Heritage and Values of the United States Air Force I","AFR - Air Force ROTC"
"AFR1111","Heritage and Values of the United States Air Force II","AFR - Air Force ROTC"
"AFR2130","Team and Leadership Fundamentals I","AFR - Air Force ROTC"
"AFR2131","Team and Leadership Fundamentals II","AFR - Air Force ROTC"
"AFR3220","Leading People and Effective Communication I","AFR - Air Force ROTC"
"AFR3230","Leading People and Effective Communication II","AFR - Air Force ROTC"
"AFR4201","National Security Affairs and Prep for Active Duty I","AFR - Air Force ROTC"
"AFR4210","National Security Affairs/Preparation for Active Duty II","AFR - Air Force ROTC"
"AMH1070","Florida: People, Places, and History","AMH - American History"
"AMH2010","U.S. History: 1492-1877","AMH - American History"
"AMH2010H","Honors U.S. History: 1492-1877","AMH - American History"
"AMH2020","U.S. History: 1877-Present","AMH - American History"
"AMH2020H","Honors U.S. History: 1877-Present","AMH - American History"
"AMH3370","Capitalism & Democracy in US History","AMH - American History"
"AMH3402","History of the South to 1865","AMH - American History"
"AMH3403","History of the South Since 1865","AMH - American History"
"AMH3422","Frontier Florida","AMH - American History"
"AMH3425","Sunbelt Florida","AMH - American History"
"AMH3441","History of the Frontier: Eastern America","AMH - American History"
"AMH3442","History of the Frontier: Western America","AMH - American History"
"AMH3483","History of Florida Indians","AMH - American History"
"AMH3541","U. S. Military History To 1900","AMH - American History"
"AMH3547","U.S. Military History Since 1900","AMH - American History"
"AMH3558","History of American Law","AMH - American History"
"AMH3560","Women, Law, and Society in American History","AMH - American History"
"AMH3561","Women in American History I","AMH - American History"
"AMH3562","Women in American History II","AMH - American History"
"AMH3571","Black American History I","AMH - American History"
"AMH3572","Black American History II","AMH - American History"
"AMH3580","North American Indians","AMH - American History"
"AMH3586","History of Latinos in the U.S.","AMH - American History"
"AMH3611","Sport in America Since 1945","AMH - American History"
"AMH3710","Canadian History","AMH - American History"
"AMH4110","Colonial America, 1607-1763","AMH - American History"
"AMH4130","The Age of the American Revolution, 1763-1789","AMH - American History"
"AMH4140","Jeffersonian America","AMH - American History"
"AMH4160","Jacksonian America","AMH - American History"
"AMH4170","Civil War and Reconstruction","AMH - American History"
"AMH4174","Emancipation and Reconstruction","AMH - American History"
"AMH4201","The Gilded Age and Progressivism","AMH - American History"
"AMH4231","United States History: 1914-1939","AMH - American History"
"AMH4270","United States History: 1939-1960","AMH - American History"
"AMH4273","U. S. History Since 1960","AMH - American History"
"AMH4311","American Culture I","AMH - American History"
"AMH4344","American Car Culture","AMH - American History"
"AMH4345","History of American Tourism","AMH - American History"
"AMH4375","Technology and US Culture","AMH - American History"
"AMH4376","U.S. Space History","AMH - American History"
"AMH4407","Jim Crow America","AMH - American History"
"AMH4510","Rise of the United States to World Power, 1776-1914","AMH - American History"
"AMH4512","US Foreign Relations from the Founding Era to World War II","AMH - American History"
"AMH4513","US Foreign Relations: Close of World War II to the Present","AMH - American History"
"AMH4573","Black Militancy in the 20th Century","AMH - American History"
"AMH4575","History of the Civil Rights Movement","AMH - American History"
"AMH4594","Laser Scanning America's Past","AMH - American History"
"AMH4594H","Honors Laser Scanning America's Past","AMH - American History"
"AMH4644","Viewing American History in the Twentieth Century","AMH - American History"
"AMH4650","History of U.S. Aviation","AMH - American History"
"AMH4680","Women in American Science","AMH - American History"
"AML3031","American Literature I","AML - American Literature"
"AML3041","American Literature II","AML - American Literature"
"AML3076","Topics in American Literature","AML - American Literature"
"AML3261","Literature of the South","AML - American Literature"
"AML3273","Beat Literature and Other Mid-Century Writers","AML - American Literature"
"AML3283","Contemporary American Women's Fiction","AML - American Literature"
"AML3286","Early American Women's Words","AML - American Literature"
"AML3605","African American Literature I","AML - American Literature"
"AML3613","Narratives of Slavery","AML - American Literature"
"AML3614","Topics in African-American Literature","AML - American Literature"
"AML3615","Harlem, Haiti, and Havana","AML - American Literature"
"AML3630","Latinx Literature","AML - American Literature"
"AML3632","Puerto Rican Literature ","AML - American Literature"
"AML3640","Native American Literature","AML - American Literature"
"AML3643","Contemporary Native American Prose and Poetry","AML - American Literature"
"AML3682","Ethnic Literature in America","AML - American Literature"
"AML3682H","Honors Ethnic Literature in America","AML - American Literature"
"AML4101","American Novel","AML - American Literature"
"AML4155","Modern American Poetry","AML - American Literature"
"AML4265","Florida Writers","AML - American Literature"
"AML4300","Major American Authors","AML - American Literature"
"AML4321","Modern American Literature","AML - American Literature"
"ANT2000","General Anthropology","ANT - Anthropology"
"ANT2000H","Honors General Anthropology","ANT - Anthropology"
"ANT2140","Introduction to Archaeology","ANT - Anthropology"
"ANT2410","Cultural Anthropology: Global Perspectives, Local Contexts","ANT - Anthropology"
"ANT2511","The Human Species","ANT - Anthropology"
"ANT2511H","Honors The Human Species","ANT - Anthropology"
"ANT3010","Digging Up Disney:  An Archaeology of Walt Disney World, FL","ANT - Anthropology"
"ANT3011","The Anthropology of American Television","ANT - Anthropology"
"ANT3016","Fantastic Archaeology and Pseudoscience","ANT - Anthropology"
"ANT3017","Muggle Studies: The Anthropology of Harry Potter","ANT - Anthropology"
"ANT3026","Mummies, Zombies, and Vampires: Anthropology of the Undead","ANT - Anthropology"
"ANT3052","Disaster Anthropology","ANT - Anthropology"
"ANT3082","New Frontiers: Anthropology of Space","ANT - Anthropology"
"ANT3106","Archaeology and Popular Culture","ANT - Anthropology"
"ANT3107","Blood and Valor in the Viking World","ANT - Anthropology"
"ANT3145","Archaeology of Complex Societies","ANT - Anthropology"
"ANT3148","Life and Death in Ancient Egypt","ANT - Anthropology"
"ANT3152","Archaeology of the Greater Southwest","ANT - Anthropology"
"ANT3154","Historical Archaeology","ANT - Anthropology"
"ANT3157","First Peoples of the Caribbean","ANT - Anthropology"
"ANT3158","Florida Archaeology","ANT - Anthropology"
"ANT3160","Americas Before Columbus","ANT - Anthropology"
"ANT3161","Ancient Mexico: Aztec to Zapotec","ANT - Anthropology"
"ANT3163","Mesoamerican Archaeology","ANT - Anthropology"
"ANT3164","Ancient Incas","ANT - Anthropology"
"ANT3169","Life and Death in the Ancient Andes","ANT - Anthropology"
"ANT3173","Archaeology of Sex","ANT - Anthropology"
"ANT3174","Battlefield Archaeology","ANT - Anthropology"
"ANT3176","African Archaeology and Prehistory","ANT - Anthropology"
"ANT3177","Archaeology of Caribbean Piracy","ANT - Anthropology"
"ANT3179","Australian Archaeology and Indigenous Cultures","ANT - Anthropology"
"ANT3212","Peoples of the World","ANT - Anthropology"
"ANT3241","Magic, Ritual, and Belief","ANT - Anthropology"
"ANT3245","Native American Religions","ANT - Anthropology"
"ANT3246","Religion in Ancient Societies","ANT - Anthropology"
"ANT3275","Anthropological Perspectives on Refugees","ANT - Anthropology"
"ANT3290","Anthropology of Plants and People","ANT - Anthropology"
"ANT3302","Sex, Gender and Culture","ANT - Anthropology"
"ANT3311","Indians of the Southeastern United States","ANT - Anthropology"
"ANT3312","Ethnology of North American Indians","ANT - Anthropology"
"ANT3330","Anthropology of the Amazon","ANT - Anthropology"
"ANT3362","Peoples of Southeast Asia","ANT - Anthropology"
"ANT3424","Partying in the Ancient World: Food and Feasting","ANT - Anthropology"
"ANT3451","Race Matters: Anthropological Approaches to Racism","ANT - Anthropology"
"ANT3524C","Introduction to Human Osteology","ANT - Anthropology"
"ANT3538","Ancient Plagues: Archaeological and Skeletal Evidence of Infectious Disease","ANT - Anthropology"
"ANT3541","Biobehavioral Anthropology","ANT - Anthropology"
"ANT3550C","Primatology","ANT - Anthropology"
"ANT3610","Language and Culture","ANT - Anthropology"
"ANT3701","Engagement & Social Change: Public Anthropology","ANT - Anthropology"
"ANT3930","First Peoples of the Caribbean","ANT - Anthropology"
"ANT3943","Caribbean Archaeology Practicum","ANT - Anthropology"
"ANT4013","Anthropology of Fast Food","ANT - Anthropology"
"ANT4027","Mummies, Life After Death","ANT - Anthropology"
"ANT4034","History of Anthropological Thought","ANT - Anthropology"
"ANT4051","Environmental Anthropology","ANT - Anthropology"
"ANT4081","Science, Technology, and Culture","ANT - Anthropology"
"ANT4104","Archaeology of the Future","ANT - Anthropology"
"ANT4105","Saving the Plundered Past: Ethics and Controversy in Contemporary Archaeology","ANT - Anthropology"
"ANT4108","Empire of Remains: Bioarchaeology of Ancient Rome","ANT - Anthropology"
"ANT4115C","Archaeological Method and Theory","ANT - Anthropology"
"ANT4123","Archaeology of Coastal Societies","ANT - Anthropology"
"ANT4153","North American Archaeology","ANT - Anthropology"
"ANT4165","Archaeology of Pre-Columbian South America","ANT - Anthropology"
"ANT4168","Maya Archaeology","ANT - Anthropology"
"ANT4170","Household Archaeology: The Archaeology of Everyday Life","ANT - Anthropology"
"ANT4171","Battle of the Sexes?: The Archaeology of Gender","ANT - Anthropology"
"ANT4178","Archaeology of African American Life","ANT - Anthropology"
"ANT4183","Archaeological Sciences","ANT - Anthropology"
"ANT4184","Mortuary Archaeology","ANT - Anthropology"
"ANT4187","Paleoethnobotany","ANT - Anthropology"
"ANT4189C","Lithic Analysis: Archaeology of Stone Tools","ANT - Anthropology"
"ANT4190","Professional Archaeology","ANT - Anthropology"
"ANT4195C","A Pot for All Seasons: Archaeological Ceramic Analysis","ANT - Anthropology"
"ANT4196C","Animal Bone Archaeology: Introduction to Zooarchaeology","ANT - Anthropology"
"ANT4197","Death Becomes Us: Anthropology of Death and Burial","ANT - Anthropology"
"ANT4232","Anthropology and Folklore Studies","ANT - Anthropology"
"ANT4332","Latin America: Social Justice Futures","ANT - Anthropology"
"ANT4340","Caribbean Afterlives","ANT - Anthropology"
"ANT4352","African Societies and Cultures","ANT - Anthropology"
"ANT4405","The Anthropology of Sport","ANT - Anthropology"
"ANT4406","Pain and Suffering: The Anthropology of Violence","ANT - Anthropology"
"ANT4408","Culture, Disease, and Healing","ANT - Anthropology"
"ANT4441","Anthropology of Cities","ANT - Anthropology"
"ANT4462","Medical Anthropology","ANT - Anthropology"
"ANT4466","Anthropology of Disability","ANT - Anthropology"
"ANT4467","Nutritional Anthropology","ANT - Anthropology"
"ANT4480","Global Health in Anthropological Perspective","ANT - Anthropology"
"ANT4481","Anthropology of Drugs and Addiction","ANT - Anthropology"
"ANT4482","Anthropology of Mental Health","ANT - Anthropology"
"ANT4483","Health and Healing in the Ancient World: An Anthropological Perspective","ANT - Anthropology"
"ANT4486","Anthropology of the Body","ANT - Anthropology"
"ANT4487","Abolition Medicine Futures","ANT - Anthropology"
"ANT4516","Human Biological Diversity","ANT - Anthropology"
"ANT4521","Forensic Anthropology","ANT - Anthropology"
"ANT4525C","Human Osteology","ANT - Anthropology"
"ANT4535","Scientific Prejudice and Anthropology","ANT - Anthropology"
"ANT4560","Birth to Death: Anthropological Perspectives on Human Growth","ANT - Anthropology"
"ANT4586C","Human Origins","ANT - Anthropology"
"ANT4591","Quantitative Methods in Biological Anthropology","ANT - Anthropology"
"ANT4702","Culture, Inequality and Global Development","ANT - Anthropology"
"ANT4802","Ethnographic Research and Field Methods","ANT - Anthropology"
"ANT4824","Archaeological Field Study","ANT - Anthropology"
"ANT4851","Digital Methods in Anthropology","ANT - Anthropology"
"ANT4852","GIS Methods in Anthropology","ANT - Anthropology"
"ANT4854","Advanced GIS Methods in Anthropology","ANT - Anthropology"
"ANT4861","Beyond the Anthropology Major: Careers Applying Anthropology","ANT - Anthropology"
"ANT4933C","Landscape Archaeology","ANT - Anthropology"
"ANT4954","Geospatial and Archaeological Field School at Kerkenes","ANT - Anthropology"
"ANT4956","Geophysical Field School at Kerkenes","ANT - Anthropology"
"APK2003","Careers and Professional Development in Kinesiology","APK - Applied Kinesiology"
"APK2160","Facts and Fallacies in Exercise and Nutrition","APK - Applied Kinesiology"
"APK2300","Injury Management and Emergency Care","APK - Applied Kinesiology"
"APK3132","Triathlon Training and Performance","APK - Applied Kinesiology"
"APK3174","Personal Training Methods","APK - Applied Kinesiology"
"APK3200","Motor Development and Learning","APK - Applied Kinesiology"
"APK3321","Exercise is Medicine","APK - Applied Kinesiology"
"APK3400","Sports Psychology","APK - Applied Kinesiology"
"APK3402","Motivational Aspects of Human Performance","APK - Applied Kinesiology"
"APK3614","Tactical Strength and Conditioning","APK - Applied Kinesiology"
"APK4103","Kinetic Anatomy","APK - Applied Kinesiology"
"APK4112","Exercise Physiology I","APK - Applied Kinesiology"
"APK4113","Strength and Conditioning I","APK - Applied Kinesiology"
"APK4114C","Strength and Conditioning II","APK - Applied Kinesiology"
"APK4119","Exercise Prescription for Special Populations","APK - Applied Kinesiology"
"APK4125C","Assessment and Evaluation in Kinesiology","APK - Applied Kinesiology"
"APK4134C","Exercise Physiology II","APK - Applied Kinesiology"
"APK4163","Sport Nutrition and Exercise Metabolism","APK - Applied Kinesiology"
"APK4175","Body Composition and Weight Management","APK - Applied Kinesiology"
"APK4203","Essentials of Sports Science","APK - Applied Kinesiology"
"APK4220C","Applied Biomechanics","APK - Applied Kinesiology"
"APK4903","Basic Research Methods in Kinesiology","APK - Applied Kinesiology"
"APK4926","Undergraduate Internship in Kinesiology","APK - Applied Kinesiology"
"APK4950","Capstone in Kinesiology","APK - Applied Kinesiology"
"ARA1120C","Elementary Arabic Language and Civilization I","ARA - Arabic"
"ARA1120K","Honors Elementary Arabic Language and Civilization I","ARA - Arabic"
"ARA1121C","Elementary Arabic Language and Civilization II","ARA - Arabic"
"ARA1121K","Honors Elementary Arabic Language and Civilization II","ARA - Arabic"
"ARA2200","Intermediate Arabic Language and Civilization I","ARA - Arabic"
"ARA2201","Intermediate Arabic II","ARA - Arabic"
"ARC3181","Advanced Topics in Digital Architecture","ARC - Architecture"
"ARC3310C","Parametric Modeling and Digital Fabrication","ARC - Architecture"
"ARC3320L","Architectural Design 5","ARC - Architecture"
"ARC3321L","Architectural Design 6","ARC - Architecture"
"ARC3463C","Materials and Methods of Construction 2","ARC - Architecture"
"ARC3503","Architectural Structures","ARC - Architecture"
"ARC3610","Environmental Technology 1","ARC - Architecture"
"ARC3743","Architectural History 3","ARC - Architecture"
"ARC4220","Architectural Theory 2","ARC - Architecture"
"ARC4322L","Architectural Design 7","ARC - Architecture"
"ARC4323L","Architectural Design 8","ARC - Architecture"
"ARC4382","Placemaking: Designing Better Communities","ARC - Architecture"
"ARC4620","Environmental Technology 2","ARC - Architecture"
"ARC4694","In the Space of Health and Wellness","ARC - Architecture"
"ARE2000","Early Childhood Art and Creativity","ARE - Art Education"
"ARE3944","Community Arts Practicum","ARE - Art Education"
"ARE4250","Art for Exceptionalities","ARE - Art Education"
"ARE4260","Methods in Art Administration","ARE - Art Education"
"ARE4351","Teaching Art in the Elementary School","ARE - Art Education"
"ARE4352","Teaching Art in the Secondary School","ARE - Art Education"
"ARE4356","Teaching Art Appreciation & Criticism in the Classroom","ARE - Art Education"
"ARE4453","Studio Experiences in Art Education","ARE - Art Education"
"ARH2050","History of Western Art I","ARH - Art History"
"ARH2050H","Honors History of Western Art I","ARH - Art History"
"ARH2051","History of Western Art II","ARH - Art History"
"ARH2051H","Honors History of Western Art II","ARH - Art History"
"ARH2500","History of Non-Western Art","ARH - Art History"
"ARH3471","Art in the Last 25 Years","ARH - Art History"
"ARH3610","American Art","ARH - Art History"
"ARH3631","African-American Art","ARH - Art History"
"ARH3670","20th Century Latin American Art","ARH - Art History"
"ARH3674","Latin American Popular Culture","ARH - Art History"
"ARH3683","Southern Folk Arts","ARH - Art History"
"ARH3710","History of Photography I","ARH - Art History"
"ARH3713","20th Century Photographic History","ARH - Art History"
"ARH3720","History of Prints","ARH - Art History"
"ARH3728","History of Illustration","ARH - Art History"
"ARH3820","Visual Arts Administration Vitas","ARH - Art History"
"ARH3842","Art History Abroad: Italy","ARH - Art History"
"ARH3880","History of Immersive Experience","ARH - Art History"
"ARH3888","Art of Walt Disney","ARH - Art History"
"ARH4130","Greek Art and Architecture","ARH - Art History"
"ARH4150","Roman Art and Architecture","ARH - Art History"
"ARH4200","Medieval Art","ARH - Art History"
"ARH4310","Italian Renaissance Art","ARH - Art History"
"ARH4316","Great Masters: daVinci, Michelangelo, and Raphael","ARH - Art History"
"ARH4350","Baroque Art","ARH - Art History"
"ARH4352","Italian Baroque Art","ARH - Art History"
"ARH4430","19th Century Art","ARH - Art History"
"ARH4450","20th Century Art","ARH - Art History"
"ARH4653","Meso American Art","ARH - Art History"
"ARH4800","Theory and Criticism of the Visual Arts","ARH - Art History"
"ARH4871","Women in Art","ARH - Art History"
"ART2201C","Design Fundamentals-Two Dimensional","ART - Art"
"ART2203C","Design Fundamentals-Three Dimensional","ART - Art"
"ART2300C","Drawing Fundamentals I","ART - Art"
"ART2301C","Drawing Fundamentals II","ART - Art"
"ART2400C","Beginning Printmaking","ART - Art"
"ART2500C","Beginning Painting","ART - Art"
"ART2701C","Beginning Sculpture","ART - Art"
"ART2754C","Beginning Ceramics","ART - Art"
"ART2823","Art as Interface","ART - Art"
"ART3026C","Procedural Animation","ART - Art"
"ART3161C","Mixed Media","ART - Art"
"ART3170C","Book Binding","ART - Art"
"ART3171C","Materials for Artist Books","ART - Art"
"ART3175C","Advanced Issues in Contemporary Book Arts","ART - Art"
"ART3176C","The Illuminated Book","ART - Art"
"ART3223C","Applied Design Lab","ART - Art"
"ART3223H","Honors Applied Design Lab","ART - Art"
"ART3321C","Drawing Intensive","ART - Art"
"ART3332C","Intermediate Drawing","ART - Art"
"ART3403C","Intermediate Printmaking","ART - Art"
"ART3433C","Screen Printing","ART - Art"
"ART3504C","Intermediate Painting","ART - Art"
"ART3561C","Experimental Painting","ART - Art"
"ART3562C","Observational Painting","ART - Art"
"ART3643C","Digital Effects & Compositing","ART - Art"
"ART3666C","Pre-Production Design","ART - Art"
"ART3709C","Intermediate Sculpture","ART - Art"
"ART3713C","Figure Sculpture","ART - Art"
"ART3734C","Metal Sculpture","ART - Art"
"ART3737C","Narrative Sculpture","ART - Art"
"ART3738C","Mold Making and Casting","ART - Art"
"ART3761C","Intermediate Ceramics","ART - Art"
"ART3764C","Ceramic Handbuilding I","ART - Art"
"ART3768C","Clay Sculpture","ART - Art"
"ART3824","Japanese Manga & Anime","ART - Art"
"ART3833C","Processes and Ideas in Art","ART - Art"
"ART3846","Creative Placemaking","ART - Art"
"ART3857"," Professional Practices","ART - Art"
"ART3950","Studio Art Portfolio","ART - Art"
"ART3951C","Design Intensive","ART - Art"
"ART3952","Animation & Visualization Portfolio","ART - Art"
"ART4027C","Stop Motion Animation","ART - Art"
"ART4173C","Advanced Artist Book","ART - Art"
"ART4174C","The Printed Book","ART - Art"
"ART4177C","Commercial Book Design and Publishing","ART - Art"
"ART4320C","Advanced Drawing","ART - Art"
"ART4402C","Advanced Printmaking","ART - Art"
"ART4505C","Advanced Painting","ART - Art"
"ART4644C","Books Without Books","ART - Art"
"ART4710C","Advanced Sculpture","ART - Art"
"ART4765C","Ceramic Handbuilding II","ART - Art"
"ART4780C","Kiln Design and Building","ART - Art"
"ART4783C","Advanced Ceramics","ART - Art"
"ART4786C","Ceramic Raw Material","ART - Art"
"ART4859C","Art BA Capstone","ART - Art"
"ART4935","BFA Exhibit/Seminar","ART - Art"
"ART4945C","Advanced Design Lab","ART - Art"
"ART4954","Scotland Study Abroad","ART - Art"
"ART4971","Animation Thesis Exhibition","ART - Art"
"ASH3200","Ancient Near Eastern Societies","ASH - Asian History"
"ASH3204","History of Mesopotamia","ASH - Asian History"
"ASH3222","Islam and Its Empires","ASH - Asian History"
"ASH3223","The Modern Middle East","ASH - Asian History"
"ASH3244","History of the Kurds in the Middle East","ASH - Asian History"
"ASH3302","History of Modern East Asia","ASH - Asian History"
"ASH3384","Women and Gender in South Asia","ASH - Asian History"
"ASH3622","Islam in South Asia","ASH - Asian History"
"ASH4233","Ottoman Empire","ASH - Asian History"
"ASH4243","History of Iraq","ASH - Asian History"
"ASH4304","Women in China","ASH - Asian History"
"ASH4324","History & Culture of South Asia","ASH - Asian History"
"ASH4383","Imperialism & Decolonization in South Asia","ASH - Asian History"
"ASH4402","History of Chinese Civilization","ASH - Asian History"
"ASH4404","Modern China","ASH - Asian History"
"ASH4441","Japanese Civilization","ASH - Asian History"
"ASH4442","Modern Japan","ASH - Asian History"
"ASH4452","History of Gender & Sexuality in Japan","ASH - Asian History"
"ASH4550","History of Modern India","ASH - Asian History"
"ASL2140","Introduction to American Sign Language","ASL - American Sign Language"
"ASL2150","Intermediate American Sign Language","ASL - American Sign Language"
"ASL2510","Issues of Deafness","ASL - American Sign Language"
"ASL4161C","American Sign Language III","ASL - American Sign Language"
"ASL4201","American Sign Language IV","ASL - American Sign Language"
"AST2002","Astronomy","AST - Astronomy"
"AST2002K","Honors Astronomy","AST - Astronomy"
"AST2002L","Astronomy Lab","AST - Astronomy"
"AST2037","Life in the Universe","AST - Astronomy"
"AST3043","Practice of Historical Astronomy","AST - Astronomy"
"AST3110","Solar System Astronomy","AST - Astronomy"
"AST3114","Space Weather in the Solar System","AST - Astronomy"
"AST3211","Stellar Astrophysics","AST - Astronomy"
"AST3402","Galaxies and Cosmology","AST - Astronomy"
"AST4142","Asteroids, Comets, and Meteorites","AST - Astronomy"
"AST4152","Planetary Geophysics","AST - Astronomy"
"AST4700","Experimental Methods in Astronomy","AST - Astronomy"
"AST4762C","Astronomical Data Analysis","AST - Astronomy"
"ATR2010C","Athletic Injuries: Mechanisms and Prevention","ATR - Athletic Training"
"ATR3012C","Clinical Skills for Athletic Trainers I","ATR - Athletic Training"
"ATR3013C","Clinical Skills for Athletic Training II","ATR - Athletic Training"
"ATR3102","Principles of Athletic Training","ATR - Athletic Training"
"ATR3203C","Upper Extremity Function and Measurement","ATR - Athletic Training"
"ATR3204C","Lower Extremity Function and Measurement","ATR - Athletic Training"
"ATR3212C","Recognition and Evaluation of Athletic Injuries I","ATR - Athletic Training"
"ATR3312C","Injury, Management, and Rehabilitation","ATR - Athletic Training"
"ATR3812L","Practicum in Athletic Training I","ATR - Athletic Training"
"ATR3822L","Practicum in Athletic Training II","ATR - Athletic Training"
"ATR4014C","Principles of Athletic Training Lab","ATR - Athletic Training"
"ATR4103","Case Studies in Sports Medicine:","ATR - Athletic Training"
"ATR4112L","Acute Care in Athletic Training","ATR - Athletic Training"
"ATR4132","Human Injuries: Mechanisms & Prevention","ATR - Athletic Training"
"ATR4213C","Recognition and Evaluation of Athletic Injuries II","ATR - Athletic Training"
"ATR4302C","Therapeutic Modalities in Athletic Training","ATR - Athletic Training"
"ATR4313C","Therapeutic Exercise in Athletic Training","ATR - Athletic Training"
"ATR4315C","Advanced Rehabilitation in Athletic Training","ATR - Athletic Training"
"ATR4512C","Organization and Administration of Athletic Training","ATR - Athletic Training"
"ATR4832L","Practicum in Athletic Training III","ATR - Athletic Training"
"ATR4842L","Practicum in Athletic Training IV","ATR - Athletic Training"
"ATR4933","Athletic Training Seminar","ATR - Athletic Training"
"ATR4940","Athletic Training Elective Internship","ATR - Athletic Training"
"BCH4024","Medical Biochemistry","BCH - Biochemistry"
"BCH4053","Biochemistry I","BCH - Biochemistry"
"BCH4053H","Honors Biochemistry I","BCH - Biochemistry"
"BCH4054","Biochemistry II","BCH - Biochemistry"
"BCH4103L","Biochemical Methods","BCH - Biochemistry"
"BME3211","Engineering Biomechanics","BME - Biomedical Engineering"
"BME3891","Fundamentals of Rehabilitation Engineering","BME - Biomedical Engineering"
"BME4941","Biomedical Engineering Internship","BME - Biomedical Engineering"
"BOT3015","Principles of Plant Science","BOT - Botany"
"BOT3018C","Culinary Botany Across the Cultures","BOT - Botany"
"BOT3802","Ethnobotany","BOT - Botany"
"BOT4223C","Plant Anatomy","BOT - Botany"
"BOT4282C","Plant Microtechniques","BOT - Botany"
"BOT4303C","Plant Kingdom","BOT - Botany"
"BOT4430C","Biology of Fungi","BOT - Botany"
"BOT4434C","General Mycology","BOT - Botany"
"BOT4503C","Plant Physiology","BOT - Botany"
"BOT4530C","Plant Genomics and Biochemistry","BOT - Botany"
"BOT4713C","Plant Taxonomy","BOT - Botany"
"BOT4850","Medical Botany","BOT - Botany"
"BOT4912","Directed Independent Research","BOT - Botany"
"BOT4922","Plant Science Capstone","BOT - Botany"
"BOT4941","Internship","BOT - Botany"
"BOT4970H","Honors Undergraduate Thesis I","BOT - Botany"
"BSC1005","Biological Principles","BSC - Biology"
"BSC1005L","Biological Principles Laboratory","BSC - Biology"
"BSC2010C","Biology I","BSC - Biology"
"BSC2010K","Honors General Biology","BSC - Biology"
"BSC2011C","Biology II","BSC - Biology"
"BSC3052","Conservation Biology","BSC - Biology"
"BSC3312","Principles of Marine Biology","BSC - Biology"
"BSC3402C","Integrative Biology","BSC - Biology"
"BSC3403C","Quantitative Biological Methods","BSC - Biology"
"BSC3403K","Honors Quantitative Biological Methods","BSC - Biology"
"BSC3424","Nanobiotechnology","BSC - Biology"
"BSC3453C","Biological Research Methods and Experimental Design","BSC - Biology"
"BSC3843L","Strategies for Biology Academic Mentoring","BSC - Biology"
"BSC3945","Learning Assistants in Biology","BSC - Biology"
"BSC4310","Service-Learning: Marine Conservation and Restoration","BSC - Biology"
"BSC4312C","Advanced Marine Biology","BSC - Biology"
"BSC4330","Invasion Biology","BSC - Biology"
"BSC4422L","Biology Laboratory Techniques","BSC - Biology"
"BSC4434","Biomedical Informatics: Sequence Analysis","BSC - Biology"
"BSC4439","Biomedical Informatics: Structure Analysis","BSC - Biology"
"BSC4445C","Genomics Laboratory","BSC - Biology"
"BSC4456C","Programming for Biologists","BSC - Biology"
"BSC4473C","Scientific Diving","BSC - Biology"
"BSC4821","Biogeography","BSC - Biology"
"BSC4861L","Urban Ecological Field Studies","BSC - Biology"
"BSC4910C","Group Effort Applied Research in Biology","BSC - Biology"
"BSC4927","Scientific and Public Engagement for Biology Majors","BSC - Biology"
"BSC4937","Instructional Experiences in Undergraduate Biology","BSC - Biology"
